,住所CD,都道府県CD,市区町村CD,町域CD,郵便番号,事業所フラグ,廃止フラグ,都道府県,都道府県カナ,市区町村,市区町村カナ,町域,町域カナ,町域補足,京都通り名,字丁目,字丁目カナ,補足,事業所名,事業所名カナ,事業所住所,新住所CD,住所,lat,lonn
46619,160856500,13,13104,131040049,160-8565,1,0,東京都,トウキョウト,新宿区,シンジュクク,大京町,ダイキョウチョウ,,,,,,株式会社　ポプラ社,カブシキガイシヤ　ポプラシヤ,大京町２２－１,,東京都新宿区大京町２２－１,35.686993,
46620,163866000,13,13104,131040049,163-8660,1,0,東京都,トウキョウト,新宿区,シンジュクク,大京町,ダイキョウチョウ,,,,,,財団法人　実務教育研究所,ザイダンホウジン　ジツムキヨウイクケンキユウジヨ,大京町４,,東京都新宿区大京町４,35.685875,
46622,169856800,13,13104,131040050,169-8568,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,財団法人　実務技能検定協会,ザイダンホウジン　ジツムギノウケンテイキヨウカイ,高田馬場１丁目４－１５,,東京都新宿区高田馬場１丁目４－１５,35.711405,
46623,169864400,13,13104,131040050,169-8644,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,三葉化工　株式会社,サンヨウカコウ　カブシキガイシヤ,高田馬場４丁目３０－２１,,東京都新宿区高田馬場４丁目３０－２１,35.709726,
46624,169864800,13,13104,131040050,169-8648,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,東亜ディーケーケー　株式会社,トウアデイ－ケ－ケ－　カブシキガイシヤ,高田馬場１丁目２９－１０,,東京都新宿区高田馬場１丁目２９－１０,35.711312,
46625,169858600,13,13104,131040050,169-8586,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,社会福祉法人　日本点字図書館,シヤカイフクシホウジン　ニホンテンジトシヨカン,高田馬場１丁目２３－４,,東京都新宿区高田馬場１丁目２３－４,35.710908,
46626,169865000,13,13104,131040050,169-8650,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,全国建設労働組合総連合,ゼンコクケンセツロウドウクミアイソウレンゴウ,高田馬場２丁目７－１５全建総連会館,,東京都新宿区高田馬場２丁目７－１５全建総連会館,35.713259,
46627,169865500,13,13104,131040050,169-8655,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,株式会社　マツダアンフィニ東京,カブシキガイシヤ　マツダアンフイニトウキヨウ,高田馬場１丁目２－１２,,東京都新宿区高田馬場１丁目２－１２,35.709911,
46628,169866800,13,13104,131040050,169-8668,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,花田歯科医院,ハナダシカイイン,高田馬場２丁目８－４ＡＵビル３Ｆ,,東京都新宿区高田馬場２丁目８－４ＡＵビル３Ｆ,35.711977,
46629,169801100,13,13104,131040050,169-8011,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,日本通信教育連盟,ニホンツウシンキヨウイクレンメイ,高田馬場４丁目２－３８,,東京都新宿区高田馬場４丁目２－３８,35.710801,
46630,169867700,13,13104,131040050,169-8677,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,ビッグボックス西武スポーツプラザ,ビツグボツクスセイブスポ－ツプラザ,高田馬場１丁目３５－３,,東京都新宿区高田馬場１丁目３５－３,35.712595,
46631,169858000,13,13104,131040050,169-8580,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,マルコメ　（株）　東京支店,マルコメ　カブシキガイシヤ　トウキヨウシテン,高田馬場１丁目３４－７,,東京都新宿区高田馬場１丁目３４－７,35.712028,
46632,169857800,13,13104,131040050,169-8578,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,株式会社　ガイドワークス,カブシキガイシヤ　ガイドワ－クス,高田馬場４－２８－１２,,東京都新宿区高田馬場４－２８－１２,35.711206,
46633,169857700,13,13104,131040050,169-8577,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,（株）　白夜書房,カブシキガイシヤ　ビヤクヤシヨボウ,高田馬場４丁目２８－１２,,東京都新宿区高田馬場４丁目２８－１２,35.711206,
46634,169863900,13,13104,131040050,169-8639,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,株式会社　サンマーク,カブシキガイシヤ　サンマ－ク,高田馬場１丁目３２－１３,,東京都新宿区高田馬場１丁目３２－１３,35.710747,
46635,169857000,13,13104,131040050,169-8570,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,日拓エンタープライズ　（株）,ニツタクエンタ－プライズ　カブシキガイシヤ,高田馬場２丁目１４－１１,,東京都新宿区高田馬場２丁目１４－１１,35.713183,
46636,169891500,13,13104,131040050,169-8915,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,日本文化出版　（株）,ニホンブンカシユツパン　カブシキガイシヤ,高田馬場４丁目３０－２０,,東京都新宿区高田馬場４丁目３０－２０,35.709782,
46637,169871100,13,13104,131040050,169-8711,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,株式会社　日本文化センター,カブシキガイシヤ　ニホンブンカセンタ－,高田馬場１丁目４番１５号大樹生命高田馬場ビル,,東京都新宿区高田馬場１丁目４番１５号大樹生命高田馬場ビル,35.71142,
46638,169872200,13,13104,131040050,169-8722,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,株式会社　プランネル,カブシキガイシヤ　プランネル,高田馬場１丁目４番１５号大樹生命高田馬場ビル,,東京都新宿区高田馬場１丁目４番１５号大樹生命高田馬場ビル,35.71142,
46639,169851800,13,13104,131040050,169-8518,1,0,東京都,トウキョウト,新宿区,シンジュクク,高田馬場,タカダノババ,,,,,,学校法人　日本教育研究団　社会情報大学院大学,ガツコウホウジン　ニホンキヨウイクケンキユウダン　シヤカイジヨウホウダイガクインダイガク,高田馬場１－２５－３０,,東京都新宿区高田馬場１－２５－３０,35.712306,
46641,162850200,13,13104,131040051,162-8502,1,0,東京都,トウキョウト,新宿区,シンジュクク,箪笥町,タンスマチ,,,,,,株式会社　山文,カブシキガイシヤ　ヤマブン,箪笥町３８,,東京都新宿区箪笥町３８,35.700204,
46644,162855100,13,13104,131040053,162-8551,1,0,東京都,トウキョウト,新宿区,シンジュクク,津久戸町,ツクドチョウ,,,,,,有限責任　あずさ監査法人,ユウゲンセキニン　アズサカンサホウジン,津久戸町１番２号,,東京都新宿区津久戸町１番２号,35.702397,
46645,162854300,13,13104,131040053,162-8543,1,0,東京都,トウキョウト,新宿区,シンジュクク,津久戸町,ツクドチョウ,,,,,,東京厚生年金病院,トウキヨウコウセイネンキンビヨウイン,津久戸町５－１,,東京都新宿区津久戸町５－１,35.703433,
46646,162855700,13,13104,131040053,162-8557,1,0,東京都,トウキョウト,新宿区,シンジュクク,津久戸町,ツクドチョウ,,,,,,株式会社　熊谷組,カブシキガイシヤ　クマガイグミ,津久戸町２－１,,東京都新宿区津久戸町２－１,35.703005,
46649,162863800,13,13104,131040055,162-8638,1,0,東京都,トウキョウト,新宿区,シンジュクク,天神町,テンジンチョウ,,,,,,東洋ゴム化工品　株式会社　ダイバーテックカンパニー環境工事システム販売部,トウヨウゴムカコウヒン　カブシキガイシヤ　ダイバ－テツクカンパニ－カンキヨウコウジシステムハンバイブ,天神町１０番地安村ビル,,東京都新宿区天神町１０番地安村ビル,35.704574,
46650,162861400,13,13104,131040055,162-8614,1,0,東京都,トウキョウト,新宿区,シンジュクク,天神町,テンジンチョウ,,,,,,株式会社　大洋図書,カブシキガイシヤ　タイヨウトシヨ,天神町６６－１４－２,,東京都新宿区天神町６６－１４－２,35.705482,
46652,169861300,13,13104,131040056,169-8613,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸塚町,トツカマチ,,,,,,（株）　リーガロイヤルホテル早稲田,カブシキガイシヤ　リイガロイヤルホテルワセダ,戸塚町１丁目１０４－１９,,東京都新宿区戸塚町１丁目１０４－１９,35.71037,
46654,162802000,13,13104,131040057,162-8020,1,0,東京都,トウキョウト,新宿区,シンジュクク,富久町,トミヒサチョウ,,,,,,わらべや日洋　株式会社,ワラベヤニチヨウ　カブシキガイシヤ,富久町１３番１９号,,東京都新宿区富久町１３番１９号,35.691997,
46655,162802100,13,13104,131040057,162-8021,1,0,東京都,トウキョウト,新宿区,シンジュクク,富久町,トミヒサチョウ,,,,,,株式会社　日洋,カブシキガイシヤ　ニチヨウ,富久町１３番１９号,,東京都新宿区富久町１３番１９号,35.691997,
46656,162802001,13,13104,131040057,162-8020,1,0,東京都,トウキョウト,新宿区,シンジュクク,富久町,トミヒサチョウ,,,,,,わらべや日洋ホールディングス　株式会社,ワラベヤニチヨウホ－ルデイングス　カブシキガイシヤ,富久町１３番１９号,,東京都新宿区富久町１３番１９号,35.691997,
46659,162865600,13,13104,131040058,162-8656,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,学習院女子中・高等科,ガクシユウインジヨシチユウ・コウトウカ,戸山三丁目２０番１号,,東京都新宿区戸山三丁目２０番１号,35.70748,
46660,162865500,13,13104,131040058,162-8655,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,国立国際医療センター,コクリツコクサイイリヨウセンタ－,戸山１丁目２１－１,,東京都新宿区戸山１丁目２１－１,35.702292,
46661,162865000,13,13104,131040058,162-8650,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,学習院女子大学,ガクシユウインジヨシダイガク,戸山３丁目２０－１,,東京都新宿区戸山３丁目２０－１,35.70748,
46662,162864000,13,13104,131040058,162-8640,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,国立感染症研究所,コクリツカンセンシヨウケンキユウジヨ,戸山１丁目２３－１,,東京都新宿区戸山１丁目２３－１,35.704337,
46663,162863600,13,13104,131040058,162-8636,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,独立行政法人　国立健康・栄養研究所,ドクリツギヨウセイホウジン　コクリツケンコウ・エイヨウケンキユウジヨ,戸山１丁目２３－１,,東京都新宿区戸山１丁目２３－１,35.704337,
46664,162864400,13,13104,131040058,162-8644,1,0,東京都,トウキョウト,新宿区,シンジュクク,戸山,トヤマ,,,,,,早稲田大学　第一文学部,ワセダダイガク　ダイイチブンガクブ,戸山１丁目２４－１,,東京都新宿区戸山１丁目２４－１,35.705137,
46666,160858700,13,13104,131040059,160-8587,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,東京都水道局　新宿営業所,トウキヨウトスイドウキヨク　シンジユクエイギヨウシヨ,内藤町８７四谷区民センター３・４Ｆ,,東京都新宿区内藤町８７四谷区民センター３・４Ｆ,35.687587,
46667,160858103,13,13104,131040059,160-8581,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,四谷図書館,ヨツヤトシヨカン,内藤町８７番,,東京都新宿区内藤町８７番,35.687652,
46668,160858102,13,13104,131040059,160-8581,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,四谷地域センター,ヨツヤチイキセンタ－,内藤町８７番,,東京都新宿区内藤町８７番,35.687652,
46669,160858101,13,13104,131040059,160-8581,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,四谷区民ホール,ヨツヤクミンホ－ル,内藤町８７番,,東京都新宿区内藤町８７番,35.687652,
46670,160858100,13,13104,131040059,160-8581,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,新宿区　四谷特別出張所,シンジユクク　ヨツヤトクベツシユツチヨウジヨ,内藤町８７番,,東京都新宿区内藤町８７番,35.687652,
46671,160858000,13,13104,131040059,160-8580,1,0,東京都,トウキョウト,新宿区,シンジュクク,内藤町,ナイトウマチ,,,,,,株式会社　ワニマガジン社,カブシキガイシヤ　ワニマガジンシヤ,内藤町１,,東京都新宿区内藤町１,35.68709,
46674,161852100,13,13104,131040061,161-8521,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,社会福祉法人　聖母会　聖母病院,シヤカイフクシホウジン　セイボカイ　セイボビヨウイン,中落合２丁目５－１,,東京都新宿区中落合２丁目５－１,35.719919,
46675,161852000,13,13104,131040061,161-8520,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,ライオン企画　株式会社,ライオンキカク　カブシキガイシヤ,中落合１丁目６－１２,,東京都新宿区中落合１丁目６－１２,35.716552,
46676,161852200,13,13104,131040061,161-8522,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,目白研心中学校・高等学校,メジロケンシンチユウガツコウ・コウトウガツコウ,中落合４丁目３１番１号,,東京都新宿区中落合４丁目３１番１号,35.717648,
46677,161852800,13,13104,131040061,161-8528,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,ＪＡ全農たまご　株式会社,ジエイエ－ゼンノウタマゴ　カブシキガイシヤ,中落合２丁目７－１,,東京都新宿区中落合２丁目７－１,35.718452,
46678,161853100,13,13104,131040061,161-8531,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,ウエットマスター　株式会社,ウエツトマスタ－　カブシキガイシヤ,中落合３丁目１５－１５,,東京都新宿区中落合３丁目１５－１５,35.722609,
46679,161853900,13,13104,131040061,161-8539,1,0,東京都,トウキョウト,新宿区,シンジュクク,中落合,ナカオチアイ,,,,,,目白学園,メジロガクエン,中落合４丁目３１－１,,東京都新宿区中落合４丁目３１－１,35.717648,
46681,162860800,13,13104,131040062,162-8608,1,0,東京都,トウキョウト,新宿区,シンジュクク,中里町,ナカザトチョウ,,,,,,株式会社　ピーズサイテック,カブシキガイシヤ　ピ－ズサイテツク,中里町２９,,東京都新宿区中里町２９,35.705697,
46685,161856500,13,13104,131040065,161-8565,1,0,東京都,トウキョウト,新宿区,シンジュクク,西落合,ニシオチアイ,,,,,,相模商工　株式会社,サガミシヨウコウ　カブシキガイシヤ,西落合１丁目２０－８,,東京都新宿区西落合１丁目２０－８,35.719779,
46686,161856000,13,13104,131040065,161-8560,1,0,東京都,トウキョウト,新宿区,シンジュクク,西落合,ニシオチアイ,,,,,,日本光電工業　株式会社,ニホンコウデンコウギヨウ　カブシキガイシヤ,西落合１丁目３１－４,,東京都新宿区西落合１丁目３１－４,35.719544,
46687,161857500,13,13104,131040065,161-8575,1,0,東京都,トウキョウト,新宿区,シンジュクク,西落合,ニシオチアイ,,,,,,八千代エンジニヤリング　株式会社,ヤチヨエンジニヤリング　カブシキガイシヤ,西落合２丁目１８－１２,,東京都新宿区西落合２丁目１８－１２,35.720889,
46688,161856700,13,13104,131040065,161-8567,1,0,東京都,トウキョウト,新宿区,シンジュクク,西落合,ニシオチアイ,,,,,,東京日産モーター　株式会社　丸山店,トウキヨウニツサンモ－タ－　カブシキガイシヤ　マルヤマテン,西落合２丁目１－１２,,東京都新宿区西落合２丁目１－１２,35.723467,
47223,160831600,13,13104,131040067,160-8316,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,富士重工業　株式会社,フジジユウコウギヨウ　カブシキガイシヤ,西新宿１丁目７－２スバルビル,,東京都新宿区西新宿１丁目７－２スバルビル,35.691412,
47224,160831100,13,13104,131040067,160-8311,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,有限会社　森野ウレタン社,ユウゲンガイシヤ　モリノウレタンシヤ,西新宿５丁目１０－１４西新宿橋谷田ビル２Ｆ,,東京都新宿区西新宿５丁目１０－１４西新宿橋谷田ビル２Ｆ,35.690586,
47225,160830900,13,13104,131040067,160-8309,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,小田急電鉄　株式会社,オダキユウデンテツ　カブシキガイシヤ,西新宿１丁目８－３小田急明治生命ビル,,東京都新宿区西新宿１丁目８－３小田急明治生命ビル,35.690673,
47226,160800100,13,13104,131040067,160-8001,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　小田急百貨店,カブシキガイシヤ　オダキユウヒヤツカテン,西新宿１丁目１－３,,東京都新宿区西新宿１丁目１－３,35.69135,
47227,160830800,13,13104,131040067,160-8308,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,クラブツーリズム　株式会社,クラブツ－リズム　カブシキガイシヤ,西新宿６丁目３－１新宿アイランドウイング,,東京都新宿区西新宿６丁目３－１新宿アイランドウイング,35.693771,
47228,160830600,13,13104,131040067,160-8306,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　日本小児医事出版社,カブシキガイシヤ　ニホンシヨウニイジシユツパンシヤ,西新宿５丁目２５－１１,,東京都新宿区西新宿５丁目２５－１１,35.690038,
47229,160832100,13,13104,131040067,160-8321,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　京王百貨店,カブシキガイシヤ　ケイオウヒヤツカテン,西新宿１丁目１－４,,東京都新宿区西新宿１丁目１－４,35.690055,
47230,160832700,13,13104,131040067,160-8327,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,中央職業能力開発協会,チユウオウシヨクギヨウノウリヨクカイハツキヨウカイ,西新宿７丁目５番２５号西新宿木村屋ビルディング,,東京都新宿区西新宿７丁目５番２５号西新宿木村屋ビルディング,35.6972,
47231,160833000,13,13104,131040067,160-8330,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　京王プラザホテル,カブシキガイシヤ　ケイオウプラザホテル,西新宿２丁目２－１,,東京都新宿区西新宿２丁目２－１,35.690087,
47232,160830400,13,13104,131040067,160-8304,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,東京都新宿都税事務所,トウキヨウトシンジユクトゼイジムシヨ,西新宿７丁目５－８,,東京都新宿区西新宿７丁目５－８,35.696831,
47233,160830100,13,13104,131040067,160-8301,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　秀栄興産,カブシキガイシヤ　シユウエイコウサン,西新宿７丁目８－１０オークラヤビル,,東京都新宿区西新宿７丁目８－１０オークラヤビル,35.695925,
47234,160833400,13,13104,131040067,160-8334,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　三松,カブシキガイシヤ　ミマツ,西新宿３丁目２－１１新宿三井２号館１４Ｆ,,東京都新宿区西新宿３丁目２－１１新宿三井２号館１４Ｆ,35.686462,
47235,163854800,13,13104,131040067,163-8548,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　ＫＤＤＩテレサーブ,カブシキガイシヤ　ケイデイデイアイテレサ－ブ,西新宿２丁目３－３ＫＤＤＩビルアネックス５Ｆ,,東京都新宿区西新宿２丁目３－３ＫＤＤＩビルアネックス５Ｆ,35.68759,
47236,163860200,13,13104,131040067,163-8602,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,三菱ＵＦＪ信託銀行　株式会社　新宿支店,ミツビシユ－エフジエイシンタクギンコウ　カブシキガイシヤ　シンジユクシテン,西新宿１－１０－２,,東京都新宿区西新宿１－１０－２,35.68959,
47237,163801900,13,13104,131040067,163-8019,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,日本電信電話　株式会社,ニホンデンシンデンワ　カブシキガイシヤ,西新宿３丁目１９－２,,東京都新宿区西新宿３丁目１９－２,35.683454,
47238,163862600,13,13104,131040067,163-8626,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,損保ジャパン日本興亜ひまわり生命保険　株式会社,ソンポジヤパンニツポンコウアヒマワリセイメイホケン　カブシキガイシヤ,西新宿６丁目１３番１号新宿セントラルパークビル,,東京都新宿区西新宿６丁目１３番１号新宿セントラルパークビル,35.692892,
47239,160833600,13,13104,131040067,160-8336,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,新宿ワシントンホテル,シンジユクワシントンホテル,西新宿３丁目２－９,,東京都新宿区西新宿３丁目２－９,35.686809,
47240,163853500,13,13104,131040067,163-8535,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,ＫＤＤＩ総合サービス　株式会社,ケイデイデイアイソウゴウサ－ビス　カブシキガイシヤ,西新宿２丁目３－３ＫＤＤＩビルアネックス,,東京都新宿区西新宿２丁目３－３ＫＤＤＩビルアネックス,35.68759,
47241,160833100,13,13104,131040067,160-8331,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,三井不動産住宅サービス　株式会社,ミツイフドウサンジユウタクサ－ビス　カブシキガイシヤ,西新宿７丁目５－２５西新宿木村屋ビルディング,,東京都新宿区西新宿７丁目５－２５西新宿木村屋ビルディング,35.697387,
47242,163867700,13,13104,131040067,163-8677,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,学校法人　工学院大学,ガツコウホウジン　コウガクインダイガク,西新宿１丁目２４－２,,東京都新宿区西新宿１丁目２４－２,35.690611,
47243,163868000,13,13104,131040067,163-8680,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,（株）　ロッテリア,カブシキガイシヤ　ロツテリア,西新宿３丁目２０－１,,東京都新宿区西新宿３丁目２０－１,35.683952,
47244,163866600,13,13104,131040067,163-8666,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,商工組合中央金庫　新宿支店,シヨウコウクミアイチユウオウキンコ　シンジユクシテン,西新宿１丁目２２－２,,東京都新宿区西新宿１丁目２２－２,35.688784,
47245,160831900,13,13104,131040067,160-8319,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　ビックカメラ　新宿西口店,カブシキガイシヤ　ビツクカメラ　シンジユクニシグチテン,西新宿１丁目５－１,,東京都新宿区西新宿１丁目５－１,35.692539,
47246,163083100,13,13104,131040067,163-0831,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,セントラル警備保障　（株）,セントラルケイビホシヨウ　カブシキガイシヤ,西新宿２丁目４－１新宿ＮＳビル,,東京都新宿区西新宿２丁目４－１新宿ＮＳビル,35.688045,
47247,163105300,13,13104,131040067,163-1053,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,東京ガス都市開発　（株）,トウキヨウガストシカイハツ　カブシキガイシヤ,西新宿３丁目７－１新宿パークタワー,,東京都新宿区西新宿３丁目７－１新宿パークタワー,35.68554,
47248,163094300,13,13104,131040067,163-0943,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,有限会社　東京エイドセンター,ユウゲンガイシヤ　トウキヨウエイドセンタ－,西新宿２丁目３－１新宿モノリス１６Ｆ,,東京都新宿区西新宿２丁目３－１新宿モノリス１６Ｆ,35.688616,
47249,163093800,13,13104,131040067,163-0938,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,エボニック　デグサ　ジャパン　株式会社,エボニツク　デグサ　ジヤパン　カブシキガイシヤ,西新宿２丁目３－１新宿モノリス,,東京都新宿区西新宿２丁目３－１新宿モノリス,35.688616,
47250,163093600,13,13104,131040067,163-0936,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,旭化成ホームズ　株式会社　集合住宅営業本部,アサヒカセイホ－ムズ　カブシキガイシヤ　シユウゴウジユウタクエイギヨウホンブ,西新宿２－３－１新宿モノリス,,東京都新宿区西新宿２－３－１新宿モノリス,35.688616,
47251,163086700,13,13104,131040067,163-0867,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　京王エージェンシー,カブシキガイシヤ　ケイオウエ－ジエンシ－,西新宿２－４－１新宿ＮＳビル２３階,,東京都新宿区西新宿２－４－１新宿ＮＳビル２３階,35.687984,
47252,163085000,13,13104,131040067,163-0850,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,ミサワホームホールディングス　株式会社,ミサワホ－ムホ－ルデイングス　カブシキガイシヤ,西新宿２丁目４－１新宿ＮＳビル１６階,,東京都新宿区西新宿２丁目４－１新宿ＮＳビル１６階,35.687984,
47253,160837800,13,13104,131040067,160-8378,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　フジタ　東京支店,カブシキカイシヤ　フジタ　トウキヨウシテン,西新宿４－３２－２２,,東京都新宿区西新宿４－３２－２２,35.687957,
47254,163083300,13,13104,131040067,163-0833,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,ミサワホーム　（株）,ミサワホ－ム　カブシキガイシヤ,西新宿２丁目４－１新宿ＮＳビル,,東京都新宿区西新宿２丁目４－１新宿ＮＳビル,35.688045,
47255,163106500,13,13104,131040067,163-1065,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　ＪＴＢ法人東京,カブシキガイシヤ　ジエイテイ－ビ－ホウジントウキヨウ,西新宿３丁目７－１新宿パークタワー２６Ｆ,,東京都新宿区西新宿３丁目７－１新宿パークタワー２６Ｆ,35.68554,
47256,163833900,13,13104,131040067,163-8339,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,東京都住宅供給公社,トウキヨウトジユウタクキヨウキユウコウシヤ,西新宿４丁目３３－４新宿中央公園ビル,,東京都新宿区西新宿４丁目３３－４新宿中央公園ビル,35.686588,
47257,163077700,13,13104,131040067,163-0777,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,株式会社　日本システムディベロップメント,カブシキガイシヤ　ニツポンシステムデイベロツプメント,西新宿２丁目７－１小田急第一生命ビル,,東京都新宿区西新宿２丁目７－１小田急第一生命ビル,35.691566,
47258,163072700,13,13104,131040067,163-0727,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,積水化成品工業　株式会社　東京本部,セキスイカセイヒンコウギヨウ　カブシキガイシヤ　トウキヨウホンブ,西新宿２丁目７－１小田急第一生命ビル,,東京都新宿区西新宿２丁目７－１小田急第一生命ビル,35.691566,
47259,169870100,13,13104,131040067,169-8701,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,安田生命保険　相互会社,ヤスダセイメイホケン　ソウゴガイシヤ,西新宿１丁目９－１,,東京都新宿区西新宿１丁目９－１,35.690461,
47260,163801200,13,13104,131040067,163-8012,1,0,東京都,トウキョウト,新宿区,シンジュクク,西新宿,ニシシンジュク,,,,,,アイタウンプラザ・アイタウンレピア,アイタウンプラザ・アイタウンレピア,西新宿６丁目２１－１,,東京都新宿区西新宿６丁目２１－１,35.693552,
